# wavelength   electrons_per_sec       
  964.166      0.15203611111111112     
  964.894      0.14941944444444444     
  965.621      0.17272685185185185     
  966.349      0.21487037037037038     
  967.076      0.2811037037037037      
  967.804      0.3554888888888889      
  968.531      0.42677499999999996     
  969.259      0.4518398148148148      
  969.986      0.47906666666666664     
  970.713      0.5050351851851852      
  971.441      0.46345462962962963     
  972.168      0.3854537037037037      
  972.896      0.3481490740740741      
  973.623      0.281437962962963       
  974.351      0.17882314814814818     
  975.078      0.12818425925925925     
  975.806      0.10536203703703705     
  976.533      0.08152074074074074     
  977.261      0.12350833333333333     
  977.988      0.25429814814814816     
  978.715      0.3521194444444445      
  979.443      0.38405462962962966     
  980.17       0.3889861111111111      
  980.898      0.3335092592592593      
  981.625      0.1980185185185185      
  982.353      0.09682407407407408     
  983.08       0.06706296296296296     
  983.808      0.06506324074074074     
  984.535      0.06545842592592593     
  985.263      0.08005444444444444     
  985.99       0.11419074074074075     
  986.717      0.12431203703703704     
  987.445      0.11487407407407407     
  988.172      0.11386574074074074     
  988.9        0.09882962962962963     
  989.627      0.07047361111111111     
  990.355      0.07092092592592593     
  991.082      0.07281277777777778     
  991.81       0.06327092592592592     
  992.537      0.06323037037037037     
  993.265      0.06702944444444445     
  993.992      0.05894472222222222     
  994.719      0.060927037037037036    
  995.447      0.06458351851851853     
  996.174      0.058023796296296296    
  996.902      0.04169759259259259     
  997.629      0.026780740740740744    
  998.357      0.01310759259259259     
  999.084      0.008253611111111111    
  999.812      0.010208055555555555    
  1000.54      0.012343518518518518    
  1001.27      0.01348898148148148     
  1001.99      0.013251574074074075    
  1002.72      0.01084212962962963     
  1003.45      0.006659064814814815    
  1004.18      0.003610231481481481    
  1004.9       0.002150972222222222    
  1005.63      0.0017079814814814813   
  1006.36      0.001646037037037037    
  1007.09      0.0016559351851851852   
  1007.81      0.0015323333333333332   
  1008.54      0.0012469999999999998   
  1009.27      0.001035888888888889    
  1010.0       8.242509259259259E-4    
  1010.72      5.57675E-4              
  1011.45      5.131046296296297E-4    
  1012.18      5.093750000000001E-4    
  1012.91      4.4074444444444443E-4   
  1013.63      4.198805555555555E-4    
  1014.36      4.0459629629629627E-4   
  1015.09      3.5097222222222225E-4   
  1015.82      3.907703703703704E-4    
  1016.54      4.367212962962963E-4    
  1017.27      4.630833333333333E-4    
  1018.0       4.838740740740741E-4    
  1018.73      4.567925925925926E-4    
  1019.45      4.2352037037037037E-4   
  1020.18      4.5918240740740743E-4   
  1020.91      4.6271944444444446E-4   
  1021.64      4.278305555555556E-4    
  1022.36      3.863564814814815E-4    
  1023.09      3.003675925925926E-4    
  1023.82      1.9152962962962962E-4   
  1024.55      1.2017870370370371E-4   
  1025.27      6.434925925925926E-5    
  1026.0       5.243231481481481E-5    
  1026.73      1.4024351851851853E-4   
  1027.45      3.398462962962963E-4    
  1028.18      4.8084166666666667E-4   
  1028.91      5.23725E-4              
  1029.64      5.278148148148148E-4    
  1030.36      4.434981481481481E-4    
  1031.09      2.4505555555555554E-4   
  1031.82      1.0753425925925926E-4   
  1032.55      7.455166666666667E-5    
  1033.27      7.804685185185185E-5    
  1034.0       8.272222222222222E-5    
  1034.73      8.526611111111112E-5    
  1035.46      1.099287037037037E-4    
  1036.18      1.5687870370370373E-4   
  1036.91      1.6350648148148148E-4   
  1037.64      1.6159444444444445E-4   
  1038.37      1.7304722222222222E-4   
  1039.09      1.5349537037037038E-4   
  1039.82      1.1673518518518519E-4   
  1040.55      1.339138888888889E-4    
  1041.28      1.4545185185185186E-4   
  1042.0       1.2958703703703703E-4   
  1042.73      1.1774629629629629E-4   
  1043.46      9.72861111111111E-5     
  1044.19      6.044268518518518E-5    
  1044.91      5.443388888888889E-5    
  1045.64      7.872851851851852E-5    
  1046.37      9.112157407407407E-5    
  1047.1       8.653314814814815E-5    
  1047.82      7.282018518518519E-5    
  1048.55      5.327638888888889E-5    
  1049.28      2.7351851851851854E-5   
  1050.01      1.885861111111111E-5    
  1050.73      2.407101851851852E-5    
  1051.46      3.353638888888889E-5    
  1052.19      3.7596666666666665E-5   
  1052.92      3.5264722222222226E-5   
  1053.64      2.931472222222222E-5    
  1054.37      2.171675925925926E-5    
  1055.1       1.2072962962962963E-5   
  1055.83      8.356768518518519E-6    
  1056.55      9.229407407407407E-6    
  1057.28      1.1276944444444444E-5   
  1058.01      1.2051574074074074E-5   
  1058.74      1.1255462962962962E-5   
  1059.46      9.541111111111111E-6    
  1060.19      7.495407407407407E-6    
  1060.92      4.901324074074074E-6    
  1061.65      3.5838518518518518E-6   
  1062.37      3.4405277777777776E-6   
  1063.1       3.777712962962963E-6    
  1063.83      4.230435185185185E-6    
  1064.56      4.3667777777777774E-6   
  1065.28      4.286814814814815E-6    
  1066.01      4.079712962962962E-6    
  1066.74      3.838537037037037E-6    
  1067.46      4.184037037037037E-6    
  1068.19      5.6445833333333334E-6   
  1068.92      8.469111111111112E-6    
  1069.65      1.1834907407407408E-5   
  1070.37      1.3808055555555557E-5   
  1071.1       1.6362314814814815E-5   
  1071.83      1.9687685185185184E-5   
  1072.56      2.006435185185185E-5    
  1073.28      2.064212962962963E-5    
  1074.01      2.3507037037037036E-5   
  1074.74      2.222388888888889E-5    
  1075.47      1.787537037037037E-5    
  1076.19      1.5683055555555557E-5   
  1076.92      1.209351851851852E-5    
  1077.65      6.773722222222223E-6    
  1078.38      4.271722222222222E-6    
  1079.1       3.27737962962963E-6     
  1079.83      1.929703703703704E-6    
  1080.56      1.618E-6                
  1081.29      4.73413888888889E-6     
  1082.01      1.1975092592592593E-5   
  1082.74      1.7176296296296295E-5   
  1083.47      1.8851759259259258E-5   
  1084.2       1.9160185185185186E-5   
  1084.92      1.6169444444444444E-5   
  1085.65      8.921712962962963E-6    
  1086.38      3.73825E-6              
  1087.11      2.036694444444444E-6    
  1087.83      1.5348796296296297E-6   
  1088.56      1.774324074074074E-6    
  1089.29      1.9245555555555558E-6   
  1090.02      1.8599722222222223E-6   
  1090.74      2.3422592592592595E-6   
  1091.47      3.2417870370370373E-6   
  1092.2       3.2339907407407406E-6   
  1092.93      3.114453703703704E-6    
  1093.65      3.2707685185185184E-6   
  1094.38      2.792601851851852E-6    
  1095.11      1.7468703703703703E-6   
  1095.84      1.5074444444444446E-6   
  1096.56      1.4411203703703703E-6   
  1097.29      9.20037037037037E-7     
  1098.02      3.118083333333333E-7    
  1098.75      5.445287037037037E-8    
